age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
41,F,495,En Couple,1,false,3714 WT 14
56,F,997,En Couple,0,true,7170 LD 54
52,M,413,En Couple,0,false,4666 KD 97
20,F,1382,Seule,2,false,6099 AW 91
36,F,899,Célibataire,0,false,6656 KC 50
66,F,471,Seule,3,false,2260 UF 19
18,M,403,En Couple,0,true,4637 CH 96
55,M,550,Seule,1,false,6737 AJ 83
37,M,511,Célibataire,0,false,9283 RJ 20
58,F,244,Célibataire,0,false,4962 UN 91
59,M,525,En Couple,3,true,6447 OY 32
40,F,212,Célibataire,0,false,5544 BE 67
25,M,587,Seule,1,false,3366 YT 22
39,M,429,En Couple,1,false,9727 QL 26
28,F,1133,En Couple,4,true,1465 ML 43
50,F,188,En Couple,0,false,4284 CB 31
35,F,1344,Célibataire,0,false,3091 CE 38
80,M,1332,En Couple,3,true,8303 ZL 38
60,F,412,Célibataire,0,false,2535 SB 24
42,M,548,En Couple,2,false,5871 MH 69
82,M,892,En Couple,3,false,6772 DC 14
23,M,814,En Couple,4,false,9442 ZO 72
58,M,205,Célibataire,0,false,6882 WR 49
18,M,947,En Couple,4,true,8148 TP 89
43,M,532,Célibataire,0,false,1205 GF 35
46,Homme,219,En Couple,1,true,9212 GF 53
81,M,226,En Couple,1,false,7766 JS 13
34,M,589,En Couple,3,false,4140 CY 81
32,F,1112,En Couple,4,false,1695 XS 85
81,M,528,Célibataire,0,false,4256 UH 38
30,M,515,En Couple,1,false,7757 ED 80
28,M,172,Célibataire,0,false,75 AN 79
34,M,247,Célibataire,0,false,7997 ND 18
53,M,1066,Célibataire,0,false,1727 FD 27
55,Féminin,452,Célibataire,0,false,7889 IC 90
19,M,443,En Couple,3,false,9699 ZN 77
62,M,206,En Couple,0,false,1146 MB 62
73,M,429,En Couple,4,false,6444 NZ 60
62,M,966,En Couple,2,false,1613 DQ 17
77,M,418,Célibataire,0,false,6935 FD 18
34,F,220,Célibataire,0,false,3231 NB 49
22,F,407,En Couple,0,false,7146 YM 46
22,F,462,Célibataire,0,false,6220 JI 49
62,M,826,Célibataire,0,false,5480 TG 20
26,Homme,1359,En Couple,0,false,1273 BN 46
71,M,593,Seule,1,false,5979 AC 39
80,M,576,Célibataire,0,false,599 AQ 82
31,F,454,En Couple,4,false,1914 UN 13
45,M,472,En Couple,0,false,257 LA 13
23,M,427,En Couple,1,false,594 VU 47
54,F,881,En Couple,4,false,8426 HR 77
79,F,527,En Couple,0,true,847 GT 25
38,M,475,En Couple,1,false,9009 ZH 96
43,M,1346,En Couple,1,false,1842 IU 27
77,F,1250,En Couple,2,false,9086 TD 82
59,M,1230,En Couple,1,false,9817 IL 64
21,M,434,En Couple,1,false,3220 LT 70
39,F,1175,Célibataire,0,false,8268 RY 35
80,M,488,En Couple,2,false,3871 HN 64
53,M,477,En Couple,0,false,8507 YY 19
19,M,1038,En Couple,1,false,853 QL 25
27,M,569,Célibataire,0,false,5059 HN 89
43,F,164,En Couple,0,false,9559 ZE 21
82,M,520,En Couple,2,false,2056 ZP 95
29,F,1251,En Couple,0,false,7278 RU 74
38,F,906,Célibataire,0,false,2346 MW 63
55,F,524,En Couple,0,false,624 LP 26
51,F,452,Célibataire,0,false,5682 EU 36
33,M,189,Célibataire,0,false,7066 TT 84
20,M,182,Célibataire,0,false,7491 ZH 20
46,M,571,Célibataire,0,false,1316 JG 72
71,M,1065,Célibataire,0,false,6683 XD 39
59,M,515,En Couple,4,true,7826 RQ 74
29,M,539,Célibataire,0,false,5649 HW 69
59,F,964,Célibataire,0,false,7840 BN 87
78,F,477,En Couple,0,false,1222 TA 36
42,M,504,En Couple,4,true,8755 LR 84
54,M,533,Célibataire,0,false,5862 DQ 86
47,M,797,Célibataire,0,false,3820 NO 26
27,M,520,En Couple,1,false,7174 MI 61
56,M,1179,En Couple,3,false,3541 AU 11
56,M,195,En Couple,2,false,4085 OW 66
25,M,548,En Couple,0,true,51 WO 62
46,F,578,En Couple,0,false,9692 RG 68
66,F,432,Célibataire,0,false,3204 MV 32
39,F,472,En Couple,1,false,2608 DI 69
29,M,413,Seule,1,false,1904 OZ 77
74,M,488,Seule,1,false,9900 OZ 70
68,Masculin,1056,Célibataire,0,false,7626 ZV 26
60,M,599,En Couple,0,true,474 PM 52
55,M,857,Célibataire,0,false,7886 MK 14
31,M,459,En Couple,0,false,6808 VZ 85
20,M,494,Célibataire,0,false,210 JS 75
78,M,501,En Couple,2,false,2789 JT 27
64,F,526,En Couple,1,false,6582 PV 82
57,M,248,En Couple,1,true,6707 VG 43
38,F,525,En Couple, ,false,2870 BL 79
22,M,242,En Couple,0,true,5347 CB 25
18,M,507,En Couple,4,false,5284 VA 88
34,M,1303,En Couple,0,false,5487 KM 84
35,M,983,En Couple,0,true,5712 RK 45
84,M,597,Célibataire,0,false,7816 KJ 44
20,M,588,Célibataire,0,false,4066 SF 95
76,F,205,Célibataire,0,false,1710 RW 20
24,F,187,En Couple,1,false,316 IN 63
28,M,217,Célibataire,0,false,4662 NX 75
18,M,413,En Couple,0,false,4906 YV 26
83,M,438,Célibataire,0,false,2435 ZP 81
43,F,933,Célibataire,0,false,2915 PR 62
43,M,528,En Couple,3,false,2543 QG 48
83,M,579,Célibataire,0,false,4023 EB 44
19,F,579,En Couple,0,true,9424 TB 57
29,M,582,Célibataire,0,false,9040 PJ 51
24,M,556,En Couple,4,true,7061 HH 96
58,M,581,En Couple,1,false,3683 EY 48
32,M,185,En Couple,2,false,7928 AJ 45
23,F,994,En Couple,4,false,4222 OU 38
55,M,493,Célibataire,0,false,108 ZQ 90
50,M,545,Célibataire,0,false,4169 SA 95
26,F, ,En Couple,1,true,6302 CY 29
71,F,182,Célibataire,0,false,4951 XE 89
39,F,716,Célibataire,0,false,4534 VL 18
83,M,565,Célibataire,0,false,2099 TK 34
23,F,188,En Couple,4,false,6260 ZK 79
27,M,407,En Couple,4,false,2549 WN 93
21,M,542,En Couple,2,true,7317 VC 47
43,M,237,En Couple,2,false,573 WZ 12
35,M,598,Célibataire,0,false,893 BP 65
28,M,975,En Couple,1,false,3524 SB 92
46,F,493,En Couple,2,false,9787 FP 53
23,F,518,Célibataire,0,false,783 CI 75
32,F,460,En Couple,2,false,8426 II 62
74,F,419,En Couple,1,false,9805 BF 59
41,M,1097,Célibataire,0,false,9660 ZE 73
19,F,977,Célibataire,0,false,9702 NF 48
38,M,475,En Couple,1,false,3631 JF 97
75,F,1274,Seule,1,false,3323 ZD 71
66,F,726,En Couple,0,false,2554 NL 90
30,F,977,Célibataire,0,false,7179 TB 83
20,M,599,En Couple,1,false,9950 GK 94
29,M,872,En Couple,4,false,153 AI 74
80,M,565,Célibataire,0,false,5110 ZT 48
35,M,572,Célibataire,0,false,3352 IM 28
54,F,1172,Célibataire,0,false,7273 OC 33
18,M,489,En Couple,3,false,625 JJ 58
28,F,1237,Célibataire,0,false,853 LG 38
63,M,573,En Couple,4,false,6953 XI 98
77,M,409,En Couple,1,false,7427 QA 51
21,F,518,En Couple,2,false,8686 ML 53
56,M,178,En Couple,1,true,8375 VN 25
53,M,518,En Couple,4,false,3688 HF 96
42,F,545,En Couple,2,false,3183 UI 54
52,M,541,En Couple,2,false,7786 ED 74
31,F,754,En Couple,1,?,5521 BK 47
72,M,511,Célibataire,0,false,767 FG 76
58,M,599,En Couple,3,true,5615 RH 34
33,M,566,Célibataire,0,false,4879 OM 87
28,M,431,Marié(e),1,false,2979 AR 34
31,M,893,Seule,2,false,8329 RR 80
71,M,587,Célibataire,0,false,9205 RP 66
26,M,1112,Célibataire,0,false,697 DH 39
22,M,1198,En Couple,1,false,1714 MI 31
33,M,517,En Couple,0,false,2257 XI 24
52,M,510,Célibataire,0,false,9588 JB 50
23,M,413,En Couple,3,true,513 HQ 63
32,F,578,En Couple,0,false,4878 AR 71
56,M,718,Seule,2,false,7312 FZ 56
66,F,163,En Couple,0,false,6095 RN 51
23,F,1162,En Couple,4,false,7282 XQ 80
22,F,1094,En Couple,4,false,844 SL 52
28,F,1065,Célibataire,0,false,3138 WL 11
39,Féminin,1086,Célibataire,0,false,3799 JO 18
36,M,868,En Couple,2,false,4135 HI 36
19,M,583,En Couple,4,false,124 RL 32
29,M,205,Célibataire,0,false,224 QW 79
20,M,785,En Couple,4,false,3776 UA 83
47,M,473,Célibataire,0,false,5209 VM 34
25,M,240,Marié(e),0,false,2322 SN 30
59,M,510,En Couple,4,false,8582 DT 64
20,M,558,Célibataire,0,false,7148 US 14
77,M,989,Célibataire,0,false,5653 XL 72
75,F,170,Célibataire,0,false,4065 WB 12
56,M,200,En Couple,2,false,6974 EH 47
26,M,170,Célibataire,0,false,2510 OS 70
22,M,228,Célibataire,0,false,7811 BB 48
44,M,737,En Couple,4,false,2906 OM 60
45,M,453,En Couple,2,false,8082 DN 24
79,M,817,En Couple,0,false,2247 OD 20
54,F,1265,Célibataire,0,false,4512 SM 13
54,M,488,En Couple,1,false,7425 JR 29
38,F,583,En Couple,0,false,7789 JH 50
71,F,1209,En Couple,0,false,1995 AX 50
82,M,540,Célibataire,0,false,4628 FI 65
38,M,502,En Couple,3,false,7607 ME 18
78,F,584,Célibataire,0,false,2681 YD 65
55,M,240,En Couple,2,false,4220 XF 39
43,F,481,Célibataire,0,false,827 CQ 34
26,M,461,En Couple,3,false,1087 YZ 71
39,M,154,En Couple,0,false,5089 PJ 27
82,M,409,En Couple,0,true,925 OH 71
38,F,989,Célibataire,0,false,287 BH 84
77,F,1047,En Couple,4,false,4812 XH 64
26,F,1047,En Couple,4,false,8768 FS 89
46,M,926,Seule,3,false,1119 BL 28
37,M,177,En Couple,4,false,6458 JM 23
73,M,1378,Célibataire,0,false,6001 KZ 62
43,M,1215,Célibataire,0,false,3647 XK 56
78,F,451,Célibataire,0,false,3526 QU 17
48,M,576,En Couple,2,false,9768 WR 69
27,F,419,En Couple,2,false,3663 JF 73
80,M,721,En Couple,?,true,5529 TA 67
20,M,986,Seule,1,false,8340 EH 30
65,F,531,En Couple,1,true,9986 UH 67
30,M,152,En Couple,0,false,5433 BD 61
81,M,583,Célibataire,0,false,3562 ZT 72
64,M,440,En Couple,1,false,203 ZT 25
41,M,883,Célibataire,0,false,3763 AC 24
82,M,430,En Couple,3,false,6578 OS 75
19,M,943,Célibataire,0,false,6139 WY 85
35,M,1141,En Couple,3,true,2767 HW 18
40,M,492,Célibataire,0,false,678 BM 55
68,F,222,Célibataire,0,false,9516 RB 61
20,F,728,En Couple,1,false,9639 JH 19
32,M,210,Célibataire,0,false,3280 AE 14
20,F,532,En Couple,3,true,549 DU 82
18,M,557,En Couple,2,false,522 YQ 50
27,M,448,En Couple,0,false,840 DI 64
37,Masculin,589,Célibataire,0,false,9283 UM 26
30,F,731,Célibataire,0,false,8123 SG 47
83,M,508,En Couple,3,true,2271 NL 95
25,M,164,En Couple,3,false,9112 QB 86
36,M,527,Célibataire,0,false,618 QI 93
21,M,813,En Couple,3,false,4178 EG 57
40,M,580,En Couple,2,false,5995 NX 86
55,M,243,Célibataire,0,false,1060 TS 49
20,M,424,Seule,3,false,9590 CV 17
31,F,1048,En Couple,1,false,7332 JI 11
23,M,564,En Couple,2,false,3620 RL 56
45,M,544,Célibataire,0,false,7540 LA 78
40,M,421,En Couple,3,true,2442 JJ 28
23,M,503,Célibataire,0,false,4717 EQ 33
47,F,1146,En Couple,2,false,298 QW 61
41,F,165,Célibataire,0,false,835 IP 46
20,M,785,En Couple,0,false,3386 HU 82
25,F,247,Marié(e),3,true,1270 US 98
27,M,198,En Couple,4,false,4704 LF 60
75,M,1056,Seule,2,false,7629 HQ 65
79,M,452,Célibataire,0,false,9575 QC 24
63,M,416,En Couple,0,false,5754 SE 52
50,M,441,En Couple,1,false,9464 QI 83
24,M,1031,En Couple,2,false,8314 ZE 94
25,M,730,En Couple,4,false,8340 DN 36
19,F,1263,Célibataire,0,false,1556 HP 40
66,M,237,Célibataire,0,false,71 CR 81
24,M,551,En Couple,2,false,5287 TE 27
24,M,580,En Couple,2,true,532 SJ 66
29,M,855,Célibataire,0,false,3822 YB 94
66,M,517,En Couple,1,false,8940 TH 58
55,M,424,En Couple,4,true,1053 RW 34
58,M,459,Célibataire,0,false,9593 JV 87
53,M,459,En Couple,3,false,7538 QB 25
74,Homme,242,En Couple,1,false,7756 OM 22
30,M,717,Célibataire,0,false,8614 VW 61
36,F,563,En Couple,4,false,837 DL 42
25,M,501,En Couple,0,false,8860 NY 60
56,M,1189,Célibataire, ,false,2921 NW 71
57,M,821,Célibataire,0,false,446 SQ 95
31,M,236,En Couple,0,false,1691 FP 78
19,F,995,En Couple,4,false,3541 LL 28
47,M,411,Célibataire,0,false,4357 HA 13
26,F,177,En Couple,1,false,7759 QL 10
28,M,490,Célibataire,0,false,1085 QZ 34
43,M,454,En Couple,3,false,120 IQ 92
81,M,505,En Couple,3,false,2563 SB 52
73,M,534,Célibataire,0,false,6180 ZN 44
41,M,596,En Couple,2,true,5599 BL 20
37,M,594,En Couple,0,false,3536 UD 79
19,M,449,En Couple,3,false,7045 XG 25
19,M,539,Célibataire,0,false,1366 JZ 62
83,M,493,Célibataire,0,false,178 ST 70
45,M,597,Célibataire,0,false,5943 ZI 32
56,F,411,En Couple,4,true,8141 ML 48
58,M,195,Célibataire,0,false,4528 JY 88
21,M,486,En Couple,1,false,4361 HH 21
81,M,486,En Couple,2,false,2232 PA 12
19,M,491,En Couple,2,false,703 CZ 60
52,M,156,En Couple,0,false,238 MJ 39
43,M,494,En Couple,3,false,4470 YB 51
48,M,1370,En Couple,2,false,7084 VO 39
24,M,418,En Couple,0,false,5613 YC 48
34,M,237,En Couple,1,false,2088 VZ 23
26,F,450,En Couple,1,false,6669 IH 44
19,M,563,Célibataire,0,false,2640 EK 45
42,F,158,En Couple,3,false,5529 FB 85
23,F,411,Célibataire,0,false,299 VC 75
49,M,181,En Couple,1,false,5614 WN 48
58,M,537,En Couple,2,false,3916 NB 81
50,Masculin,475,Célibataire,0,false,6309 ID 19
58,M,415,Célibataire,0,false,5120 NQ 73
77,M,491,En Couple,2,false,30 IT 79
70,M,551,En Couple,4,true,5468 MV 16
83,M,578,En Couple,0,false,7045 FD 85
23,M,516,En Couple,1,false,1009 RX 55
25,M,539,En Couple,3,false,9983 EJ 57
37,F,426,Seule,1,false,5418 GH 69
50,F,235,Célibataire,0,false,5371 SO 49
24,M,159,En Couple,1,false,6202 WG 44
44,M,715,En Couple,3,true,5362 JR 80
67,M,438,En Couple,2,false,529 RY 65
53,M,198,En Couple,1,false,4824 KK 62
35,M,471,En Couple,4, ,245 KS 81
58,M,197,En Couple,4,false,6651 PL 21
47,M,185,Célibataire,0,false,6507 ET 18
28,M,778,Célibataire,0,false,5329 RZ 27
76,M,450,Célibataire,0,false,8269 ZN 97
38,M,1082,Célibataire,0,false,8476 ON 25
26,F,221,En Couple,3,false,6322 FQ 93
74,M,568,En Couple,0,false,2678 MY 34
79,M,153,En Couple,2,false,9355 MH 38
58,F,1135,En Couple,3,false,9671 BH 67
66,F,1255,En Couple,2,false,5394 QW 24
21,M,526,En Couple,3,false,4652 VW 88
50,M,1382,Célibataire,0,false,6890 MU 58
31,M,436,En Couple,0,false,5823 VZ 51
35,F,222,En Couple,3,false,692 BY 88
18,Féminin,530,En Couple,0,false,9316 VJ 72
20,F,581,En Couple,0,false,2662 BZ 49
75,M,403,Célibataire,0,false,5383 GF 42
44,M,411,En Couple,1,true,2931 AI 24
64,M,492,Célibataire,0,false,4272 ZX 46
28,Homme,513,En Couple,4,false,9943 WV 41
29,M,534,En Couple,3,false,4304 IJ 48
54,F,172,En Couple,4,false,6010 EJ 67
36,M,168,En Couple,4,true,6004 HF 50
25,M,208,En Couple,1,false,7274 PH 13
63,M,483,En Couple,2,false,4831 EV 32
?,M,427,En Couple,1,true,3747 PE 70
58,M,418,En Couple,1,false,7185 RE 49
29,M,508,En Couple,3,false,2824 QN 74
22,M,549,En Couple,4,false,5332 RW 19
27,F,523,En Couple,3,false,2728 IC 20
34,M,1201,En Couple,3,false,1050 XG 12
45,M,453,Célibataire,0,false,44 OR 27
43,F,1366,En Couple,0,false,8514 FW 22
40,M,880,En Couple,2,false,6661 UK 59
84,M,1189,Célibataire,0,false,627 NN 63
63,M,1105,En Couple,2,false,8208 GC 29
65,M,1013,En Couple,4,true,9437 BJ 27
36,Masculin,438,En Couple,3,false,2051 EK 28
68,M,509,En Couple,0,false,348 UC 24
30,M,831,En Couple,2,true,2943 OR 52
62,M,412,En Couple,0,false,9894 VH 45
37,M,171,Célibataire,0,false,1485 ZI 30
28,M,1270,En Couple,1,false,6729 AS 85
23,M,182,En Couple,3,false,7843 HV 10
39,M,216,En Couple,1,false,4064 TA 42
77,M,871,En Couple,1,false,2382 TX 74
73,F,576,En Couple,3,true,8381 JD 24
21,M,567,En Couple,2,false,3015 TE 14
47,M,231,En Couple,4,false,3933 SE 30
75,M,1232,En Couple,3,false,9568 WV 17
25,Homme,553,En Couple,3,false,5753 IP 32
72,M,505,Seule,3,false,6182 UL 88
76,M,1323,Seul,0,false,1089 II 24
23,M,247,En Couple,4,true,3006 YD 64
48,M,593,En Couple,4,false,2592 WQ 72
31,M,178,En Couple,4,false,6025 NT 78
76,M,1081,Célibataire,0,false,8045 ZW 52
22,M,936,Célibataire,0,false,2610 JQ 46
28,M,544,Célibataire,0,false,6982 TQ 50
36,M,177,En Couple,1,false,1324 BH 44
80,F,444,En Couple,3,false,7524 GB 56
44,Féminin,438,En Couple,3,false,1670 SJ 59
25,M,1209,En Couple,4,true,4571 PI 59
46,M,529,Célibataire,0,false,7512 YR 84
27,M,193,En Couple,0,false,2664 XJ 39
27,M,516,Seule,1,false,4277 SY 11
22,M,575,En Couple,1,false,8419 BQ 10
19,F,1145,Célibataire,0,false,4281 XF 39
41,F,550,En Couple,2,false,5949 FD 31
21,M,215,En Couple,0,false,4810 DT 29
19,M,545,Célibataire,0,false,2704 OJ 59
32,M,599,Célibataire,0,false,249 KK 74
31,M,585,Célibataire,0,false,2340 RX 92
57,M,210,Célibataire,0,false,95 XS 41
73,M,490,En Couple,3,false,1573 ED 40
30,M,1321,Célibataire,0,false,1090 TF 95
18,F,434,En Couple,0,false,831 ZD 27
37,M,187,En Couple,1,false,7087 ZS 58
58,M,459,En Couple,0,true,9077 QO 81
40,M,442,Célibataire,0,false,9103 JZ 94
35,M,430,En Couple,3,false,5507 UM 55
37,M,1294,Célibataire,0,false,7428 WL 73
22,M,406,En Couple,1,false,3025 NQ 29
62,M,1031,Célibataire,0,false,3114 TF 79
81,M,223,En Couple,3,false,7280 NN 36
55,F,1175,En Couple,2,true,5448 JC 71
34,M,1112,Célibataire,0,false,5004 KP 15
36,F,536,Célibataire,0,false,9599 JC 30
49,F,860,Seule,1,false,5850 MZ 88
29,M,504,En Couple,3,false,2791 NO 63
30,M,224,Célibataire,0,false,393 BL 11
28,F,188,En Couple,3,true,198 MX 53
28,F,188,En Couple,3,false,7571 CM 96
74,M,506,Seule,1,false,4266 CS 37
60,M,177,En Couple,4,false,6218 PN 90
47,Femme,194,En Couple,2,false,8347 OY 64
36,M,1203,Célibataire,0,false,5869 PA 63
24,M,1018,Célibataire,0,false,204 EA 24
26,F,197,En Couple,1,false,4962 PB 72
21,M,909,Célibataire,0,false,3897 ZE 81
18,M,240,En Couple,0,false,9163 ZO 90
20,F,527,Célibataire,0,false,9592 ZA 97
24,M,478,En Couple,2,false,6819 FY 73
71,F,510,En Couple,4,false,3658 VN 79
41,F,547,En Couple,4,false,6496 RO 27
25,F,578,Célibataire,0,false,9576 DS 83
41,M,455,?,2,true,464 PY 48
44,F,429,En Couple,2,false,2616 KH 94
23,M,581,En Couple,0,false,2253 SB 72
56,M,418,En Couple,4,false,6247 LB 68
49,F,1347,En Couple,1,false,987 GR 22
30,M,406,En Couple,1,false,2477 CY 89
49,Masculin,499,Seule,2,false,934 MZ 24
42,Masculin,1307,Célibataire,0,false,6126 OZ 14
80,M,1264,En Couple,1,false,1479 VQ 85
51,M,589,En Couple,4,false,1414 IT 10
69,M,199,En Couple,0,true,8942 NJ 46
49,F,185,En Couple,2,false,9562 KA 42
59,M,456,En Couple,3,false,6166 SY 29
23,M,226,Célibataire,0,false,2923 BC 74
53,M,1186,En Couple,3,true,773 UB 79
23,M,466,En Couple,4,false,4435 FG 18
55,M,997,Célibataire,0,false,4091 XB 34
29,M,890,En Couple,0,false,7239 KH 50
23,M,1290,En Couple,0,false,2752 GS 28
25,F,1380,Célibataire,0,false,4421 RA 15
36,M,446,Célibataire,0,false,8600 IN 32
61,F,712,En Couple,4,false,8805 LS 92
59,M,1224,Célibataire,0,false,7264 LK 56
73,M,493,En Couple,1,false,7994 ZN 65
28,F,169,Célibataire,0,false,8991 GG 10
59,F,445,En Couple,2,false,8016 VM 78
32,M,209,En Couple,2,false,8824 PG 89
19,F,?,En Couple,4,false,845 HS 62
54,M,530,En Couple,1,false,6692 MK 44
40,M,1203,En Couple,3,false,6785 NZ 21
49,M,400,Célibataire,0,false,2170 KF 74
61,M,581,Célibataire,0,false,679 AR 58
26,M,180,En Couple,1,false,6969 NE 40
82,M,403,Seule,3,false,8100 KW 53
27,F,400,En Couple,2,false,1882 XB 36
57,M,912,Célibataire,0,false,2277 MV 56
38,M,1330,En Couple,0,false,3072 AR 24
28,M,538,En Couple,1,true,3762 IE 14
27,M,468,En Couple,3,false,2841 BG 44
19,M,203,Célibataire,0,false,9263 ME 90
40,F,829,En Couple,3,false,3883 VB 51
29,F,438,En Couple,3,true,8407 VI 64
38,M,1164,En Couple,4,false,6506 VA 15
32,F,912,En Couple,1,false,6769 SG 33
54,F,408,En Couple,0,true,8126 PM 85
20,F,974,En Couple,1,false,669 UA 75
19,F,873,En Couple,1,false,3199 OS 28
81,M,1326,En Couple,4,true,2309 YP 70
20,M,520,En Couple,0,true,2747 KH 78
38,F,481,Célibataire,0,false,7502 WB 69
33,M,452,En Couple,2,false,8955 HH 59
40,F,411,Célibataire,0,false,9110 AW 70
34,Masculin,746,En Couple,1,false,4948 DX 58
37,M,406,En Couple,3,false,8133 UE 42
22,M,799,En Couple,1,false,4497 OT 56
71,M,503,Célibataire,0,false,2814 FE 93
67,M,409,En Couple,1,false,699 CY 77
36,M,448,Célibataire,0,false,2765 ME 94
51,M,1267,Célibataire,0,false,6707 BL 40
46,M,167,En Couple,1,false,1255 QE 89
43,F,523,En Couple,0,false,3044 UC 59
21,M,1103,En Couple,0,false,5023 LN 67
20,M,1119,En Couple,1,false,6451 MJ 87
48,F,1202,En Couple,3,false,61 SU 52
81,F,547,En Couple,2,true,256 XY 96
45,F,501,En Couple,2,false,5350 AN 60
24,F,460,En Couple,3,false,2245 XC 25
44,M,189,Célibataire,0,false,4649 CZ 41
65,Homme,240,Célibataire,0,false,7107 GH 25
46,F,1201,En Couple,1,false,3326 LR 55
53,M,154,En Couple,0,true,1785 TY 72
49,M,1106,En Couple,2,false,8742 DK 17
20,M,518,En Couple,0,false,8415 IE 30
70,M,580,En Couple,4,false,2400 TN 71
80,M,238,En Couple,4,false,8212 LE 90
24,M,1236,Célibataire,0,false,5311 EE 43
22,M,571,En Couple,4,true,901 QG 47
27,M,1141,En Couple,3,false,5094 NS 23
70,F,578,Célibataire,0,false,2103 TT 76
55,F,403,En Couple,1,false,9182 GR 13
73,M,1322,En Couple,1,true,714 HT 34
20,M,456,Célibataire,0,false,1276 EY 69
51,M,827,En Couple,0,false,5062 AW 97
39,M,435,Marié(e),4,false,7294 UV 72
61,F,821,En Couple,2,false,1614 WB 60
22,M,905,Seule,3,false,8428 SP 87
56,M,517,Célibataire,0,false,6225 HK 12
30,M,753,En Couple,2,false,5769 PY 73
18,M,534,Célibataire,0,false,7750 CF 25
52,M,243,Célibataire,0,false,7408 DF 37
40,Masculin,564,Célibataire,0,false,4525 SS 66
42,M,1150,En Couple,2,false,7961 QV 27
29,F,1296,En Couple,1,false,4866 YT 17
38,M,-1,En Couple,0,false,9043 HS 83
33,M,1273,En Couple,3,false,4443 SU 30
56,F,1226,Célibataire,0,false,2713 BO 39
27,M,584,En Couple,4,false,423 AL 75
28,M,536,En Couple,0,true,5919 ML 78
64,F,178,Célibataire,0,false,4638 DL 83
21,M,1007,En Couple,1,false,1508 WE 23
18,F,458,En Couple,3,false,8293 RK 36
41,M,408,En Couple,1,true,1952 WV 95
53,M,510,En Couple,1,true,6057 UG 11
70,F,1212,Célibataire,0,false,5444 CO 58
21,M,236,Célibataire,0,false,9264 HB 45
56,M,1351,En Couple,2,true,6046 ET 83
24,M,952,Célibataire,0,false,9901 OY 76
50,F,482,En Couple,0,true,7268 EH 31
58,M,536,En Couple,0,false,379 FZ 12
67,M,741,En Couple,3,false,9542 PO 92
58,M,566,Célibataire,0,false,6606 YM 76
69,M,546,En Couple,2,false,1086 XV 95
38,M,150,Seule,1,false,1687 ZI 85
33,M,534,Célibataire,0,false,4752 OY 61
26,F,221,Seule,3,false,5438 TV 73
83,M,806,En Couple,2,false,588 CW 29
43,M,1160,En Couple,0,true,1511 NG 95
22,M,578,En Couple,4,true,7065 PA 95
76,M,1369,En Couple,1,true,1904 VG 98
57,F,563,En Couple,2,false,9978 CC 79
69,M,1392,En Couple,0,false,607 QG 89
21,F,1129,En Couple,0,false,7722 RA 79
25,M,456,En Couple,0,false,3717 LG 90
31,M,402,En Couple,0,false,1329 UI 45
30,F,534,En Couple,4,true,159 TS 27
43,M,1324,En Couple,3,true,1822 FX 25
25,M,1279,Célibataire,0,false,817 ES 15
19,M,413,En Couple,3,false,876 SW 10
42,M,864,Célibataire,0,false,9099 LQ 16
42,M,1013,Marié(e),3,false,3071 YH 54
31,F,567,Célibataire,0,false,8918 CV 18
57,M,1335,En Couple,1,false,4934 KI 81
19,M,486,En Couple,1,true,6933 PB 39
72,M,508,En Couple,1,false,1512 IB 82
25,M,518,En Couple,2,false,4166 BM 22
27,M,569,En Couple,4,false,8137 WG 83
40,M,514,Célibataire,0,false,1024 FG 30
23,F,586,En Couple,3,false,675 RG 56
83,M,590,En Couple,1,true,1973 SW 78
54,M,223,Célibataire,0,false,9231 WX 81
46,M,589,En Couple,4,false,9999 RV 48
21,F,212,En Couple,2,false,3580 DJ 53
26,F,1300,En Couple,1,false,9412 EE 54
43,M,473,En Couple,0,false,7988 GM 96
27,M,590,En Couple,4,false,1331 KK 42
26,M,553,En Couple,2,true,699 BP 59
25,M,201,En Couple,4,true,7845 FT 46
30,Homme,862,En Couple,4,false,3937 DR 40
71,M,431,En Couple,1,true,4719 FA 35
19,F,995,Célibataire,0,false,1965 UC 41
57,F,477,En Couple,4,false,9693 WC 49
30,F,437,Célibataire,0,false,3137 PF 73
30,F,548,Seule,2,false,6790 WM 74
25,F,511,Célibataire,0,false,7611 JU 89
28,M,518,Seule,1,false,5244 VK 45
51,F,405,Célibataire,0,false,1167 UQ 29
29,F,1394,En Couple,3,false,186 CJ 81
42,F,1227,En Couple,4,false,5663 GV 47
49,M,565,Célibataire,0,false,550 HC 48
48,M,549,Célibataire,0,false,117 AB 30
48,M,409,Célibataire,0,false,6542 HM 81
53,F,431,En Couple,1,false,5157 NC 87
48,M,754,En Couple,0,false,5052 TF 75
20,M,542,En Couple,0,true,6078 BN 57
20,M,1235,En Couple,1,false,1748 TJ 55
31,F,407,Célibataire,0,false,231 KN 95
67,F,?,Célibataire,0,false,6403 JG 44
77,M,416,En Couple,0,false,8611 AH 77
83,M,531,En Couple,4,false,239 VC 25
72,M,1296,Célibataire,0,false,1551 GX 40
82,M,503,En Couple,4,false,8363 UO 94
27,M,592,Célibataire,0,false,3921 RJ 49
31,F,1025,En Couple,0,false,4065 IW 20
34,?,824,Célibataire,0,false,152 UD 73
80,M,415,Célibataire,0,false,2007 AR 47
